Serial Number:     502848     --     Series: Event (Events)

Date Time	Event (Events)
03/05/09 00:47:00.0	870
03/05/09 00:50:07.0	871
03/05/09 01:01:25.0	872
03/05/09 01:08:54.5	873
03/05/09 01:19:45.5	874
03/05/09 01:24:18.0	875
03/05/09 02:00:07.5	876
03/05/09 03:00:58.5	877
03/15/09 02:05:59.0	878
03/15/09 02:17:11.0	879
03/15/09 05:12:01.5	880
03/15/09 07:23:55.0	881
03/15/09 17:07:24.5	882
03/15/09 20:33:53.0	883
03/15/09 21:40:25.5	884
03/15/09 21:47:24.0	885
03/15/09 21:57:44.5	886
03/15/09 22:53:16.5	887
03/15/09 23:54:45.0	888
03/16/09 02:43:55.5	889
03/16/09 03:38:58.5	890
03/16/09 03:43:28.0	891
03/16/09 03:50:02.5	892
03/16/09 03:57:34.5	893
03/16/09 04:10:23.0	894
03/16/09 04:22:21.0	895
03/16/09 06:11:38.0	896
03/16/09 06:32:54.5	897
03/16/09 08:25:56.0	898
03/16/09 09:32:05.0	899
03/16/09 09:48:49.5	900
03/16/09 14:40:29.5	901
03/21/09 15:55:40.0	902
03/21/09 15:58:02.0	903
03/21/09 16:12:01.0	904
03/21/09 16:15:24.5	905
03/21/09 16:19:17.5	906
03/21/09 16:22:48.0	907
03/21/09 16:31:11.5	908
03/21/09 16:32:18.5	909
03/21/09 16:35:22.0	910
03/21/09 16:36:25.5	911
03/21/09 16:37:22.0	912
03/21/09 16:38:09.5	913
03/21/09 16:39:25.0	914
03/21/09 16:40:03.5	915
03/21/09 16:42:37.5	916
03/21/09 16:44:27.0	917
03/21/09 16:46:44.0	918
03/21/09 16:48:51.5	919
03/21/09 16:56:10.5	920
03/21/09 17:14:44.5	921
03/21/09 17:16:43.0	922
03/21/09 17:24:52.5	923
03/21/09 17:29:58.5	924
03/21/09 17:31:58.0	925
03/21/09 17:38:27.5	926
03/21/09 17:45:19.0	927
03/21/09 17:47:23.5	928
03/21/09 17:49:56.5	929
03/21/09 17:54:43.0	930
03/21/09 17:55:02.5	931
03/21/09 18:01:55.5	932
03/21/09 18:03:43.5	933
03/21/09 19:18:33.5	934
03/22/09 00:43:14.5	935
03/22/09 01:10:12.5	936
03/22/09 01:22:05.0	937
03/22/09 01:52:33.0	938
03/22/09 01:54:10.0	939
03/22/09 01:55:10.0	940
03/22/09 01:56:41.0	941
03/22/09 02:04:07.5	942
03/22/09 02:11:07.0	943
03/22/09 02:27:11.5	944
03/22/09 03:17:41.0	945
04/07/09 10:24:04.0	946
04/07/09 10:28:16.0	947
04/07/09 10:33:59.5	948
04/07/09 10:36:34.0	949
04/07/09 10:41:33.5	950
04/07/09 10:45:15.5	951
04/07/09 10:50:12.0	952
04/07/09 10:53:34.5	953
04/07/09 10:58:36.0	954
04/07/09 11:01:52.5	955
04/07/09 11:07:29.5	956
04/07/09 11:10:52.0	957
04/07/09 11:14:48.0	958
04/07/09 11:17:46.0	959
04/07/09 11:28:18.0	960
04/07/09 11:37:57.0	961
04/07/09 11:59:10.5	962
04/07/09 14:15:17.5	963
04/07/09 14:22:07.5	964
04/07/09 14:24:47.5	965
04/07/09 14:27:45.5	966
04/07/09 14:29:30.5	967
04/07/09 14:33:45.0	968
04/07/09 14:38:07.5	969
04/07/09 14:46:03.0	970
04/07/09 15:50:04.0	971
04/07/09 21:49:54.0	972
04/07/09 22:08:22.0	973
04/07/09 22:40:53.5	974
04/08/09 00:25:56.0	975
04/08/09 00:33:54.0	976
04/08/09 00:35:35.0	977
04/08/09 00:40:05.5	978
04/08/09 01:52:05.0	979
04/08/09 08:26:05.5	980
04/08/09 11:46:49.0	981
04/09/09 07:08:34.5	982
04/09/09 07:59:29.5	983
04/09/09 08:24:20.5	984
04/09/09 08:34:42.0	985
04/09/09 08:54:45.0	986
04/09/09 09:15:32.5	987
04/09/09 09:32:08.0	988
04/09/09 09:45:04.0	989
04/09/09 10:23:47.0	990
04/09/09 10:46:45.0	991
04/09/09 11:28:16.0	992
04/09/09 13:19:46.0	993
04/09/09 15:16:16.5	994
04/09/09 15:37:16.5	995
04/09/09 17:19:23.5	996
04/09/09 18:21:27.5	997
04/16/09 15:29:12.5	997
